Entity,Code,Year,Hydropower (terawatt-hours),Solar (terawatt-hours),Wind (terawatt-hours),Other renewables (terawatt-hours)
Eastern Africa,,1978,18.51683089,0,0,0.155
Eastern Africa,,1979,19.8973036,0,0,0.161
Eastern Africa,,1980,18.25463336,0,0,0.167
Eastern Africa,,1981,19.03104186,0,0,0.177
Eastern Africa,,1982,19.66772533,0,0,0.195
Eastern Africa,,1983,19.44491346,0,0,0.189
Eastern Africa,,1984,18.91518032,0,0,0.192
Eastern Africa,,1985,19.69168505,0,0,0.227
Eastern Africa,,1986,18.8453733,0,0,0.617
Eastern Africa,,1987,16.42696031,0,0,0.615
Eastern Africa,,1988,18.61845636,0,0,0.583
Eastern Africa,,1989,18.02621477,0,0,0.574
Eastern Africa,,1990,21.34556821,0,0,0.685
Eastern Africa,,1991,21.7425571,0,0,0.686
Eastern Africa,,1992,19.63298965,0,0,0.677
Eastern Africa,,1993,20.53253248,0,0,0.662
Eastern Africa,,1994,20.67232138,0,0,0.546
Eastern Africa,,1995,20.86189792,0,0,0.69
Eastern Africa,,1996,20.73567681,0,0,0.834093088
Eastern Africa,,1997,21.81301753,0,0,0.832093088
Eastern Africa,,1998,27.86504585,0,0,1.046501965
Eastern Africa,,1999,29.36587441,0,0,1.012186176
Eastern Africa,,2000,30.85414875,0.0053,0.0001,1.507763158
Eastern Africa,,2001,34.9584327,0.0087,0,1.603652632
Eastern Africa,,2002,37.9984131,0.0119,0.0003,1.4967
Eastern Africa,,2003,38.37888566,0.012,0.0004,1.9048
Eastern Africa,,2004,38.95177118,0.0132,0.0009,2.1902
Eastern Africa,,2005,40.26362098,0.0143,0.0013,2.1613
Eastern Africa,,2006,42.55958521,0.0182,0.0048,2.30119
Eastern Africa,,2007,46.38664506,0.022824283,0.011,2.21755
Eastern Africa,,2008,45.7876814,0.031416192,0.01607,2.331822
Eastern Africa,,2009,48.02024298,0.045168917,0.0267,2.69072219
Eastern Africa,,2010,53.97224481,0.112431865,0.03821,2.946542064
Eastern Africa,,2011,55.61346782,0.194606791,0.03413,2.951661611
Eastern Africa,,2012,58.06110449,0.267353864,0.1540242,3.101649862
Eastern Africa,,2013,61.7577976,0.327192381,0.3147081,3.371167925
Eastern Africa,,2014,65.98849179,0.397598607,0.4413495,4.564418028
Eastern Africa,,2015,65.266758,0.447760352,0.7779207,6.176652605
Eastern Africa,,2016,61.78509997,0.493648477,0.8900376,6.206539518
Eastern Africa,,2017,63.41597519,0.594366288,0.791781195,6.477875818
Eastern Africa,,2018,67.05552876,0.690124726,0.863199466,7.099910409
Ecuador,ECU,1965,0.3447132,0,0,0
Ecuador,ECU,1966,0.3933266,0,0,0
Ecuador,ECU,1967,0.4375206,0,0,0
Ecuador,ECU,1968,0.4551982,0,0,0
Ecuador,ECU,1969,0.508231,0,0,0
Ecuador,ECU,1970,0.5568444,0,0,0
Ecuador,ECU,1971,0.6098772,0,0,0
Ecuador,ECU,1972,1.0739142,0,0,0
Ecuador,ECU,1973,0.5789414,0,0,0
Ecuador,ECU,1974,0.5789414,0,0,0
Ecuador,ECU,1975,0.6054578,0,0,0
Ecuador,ECU,1976,0.6319742,0,0,0
Ecuador,ECU,1977,0.950171,0,0,0
Ecuador,ECU,1978,1.082753,0,0,0
Ecuador,ECU,1979,0.9766874,0,0,0
Ecuador,ECU,1980,1.1578828,0,0,0
Ecuador,ECU,1981,1.0562366,0,0,0
Ecuador,ECU,1982,1.1843992,0,0,0
Ecuador,ECU,1983,2.2936686,0,0,0
Ecuador,ECU,1984,4.2116882,0,0,0
Ecuador,ECU,1985,3.279,0,0,0
Ecuador,ECU,1986,4.012,0,0,0
Ecuador,ECU,1987,4.57,0,0,0
Ecuador,ECU,1988,4.826,0,0,0
Ecuador,ECU,1989,4.954,0,0,0
Ecuador,ECU,1990,4.9866877,0,0,0
Ecuador,ECU,1991,5.075921,0,0,0
Ecuador,ECU,1992,4.9735809,0,0,0
Ecuador,ECU,1993,5.8101371,0,0,0
Ecuador,ECU,1994,6.5652775,0,0,0
Ecuador,ECU,1995,5.1605513,0,0,0
Ecuador,ECU,1996,6.3434151,0,0,0
Ecuador,ECU,1997,6.5341771,0,0,0
Ecuador,ECU,1998,6.5060954,0,0,0
Ecuador,ECU,1999,7.176725937,0,0,0
Ecuador,ECU,2000,7.611231426,0,0,0
Ecuador,ECU,2001,7.070652629,0,0,0
Ecuador,ECU,2002,7.52425603,0,0,0
Ecuador,ECU,2003,7.18041691,0,0,0
Ecuador,ECU,2004,7.411699139,0,0,0.00324057
Ecuador,ECU,2005,6.882639373,1.23899E-05,0,0.102856283
Ecuador,ECU,2006,7.129493192,0.000014875,0,0.145555729
Ecuador,ECU,2007,9.03765528,0.000018162,0.000962135,0.218752751
Ecuador,ECU,2008,11.29333301,0.000026687,0.002682461,0.208324462
Ecuador,ECU,2009,9.225407229,7.8786E-06,0.003204417,0.216519797
Ecuador,ECU,2010,8.636400921,0,0.00343485,0.235561875
Ecuador,ECU,2011,11.13308825,0.00005812,0.00334467,0.27820037
Ecuador,ECU,2012,12.23772341,0.00032566,0.002398368,0.296353242
Ecuador,ECU,2013,11.03882457,0.003663607,0.056702975,0.29578793
Ecuador,ECU,2014,11.45789563,0.016482696,0.079742467,0.399471183
Ecuador,ECU,2015,13.09627001,0.036057927,0.098806317,0.407751048
Ecuador,ECU,2016,15.83384201,0.038754818,0.08395875,0.489796491
Ecuador,ECU,2017,20.08861,0.03748,0.0734,0.43085
Ecuador,ECU,2018,20.69612073,0.037991538,0.080257771,0.427967651
Egypt,EGY,1965,1.7324048,0,0,0
Egypt,EGY,1966,1.8252122,0,0,0
Egypt,EGY,1967,1.966633,0,0,0
Egypt,EGY,1968,3.0007726,0,0,0
Egypt,EGY,1969,3.9907182,0,0,0
Egypt,EGY,1970,4.6889834,0,0,0
Egypt,EGY,1971,5.0469548,0,0,0
Egypt,EGY,1972,5.1618592,0,0,0
Egypt,EGY,1973,5.1530204,0,0,0
Egypt,EGY,1974,6.1164496,0,0,0
Egypt,EGY,1975,6.7926178,0,0,0
Egypt,EGY,1976,8.0035334,0,0,0
Egypt,EGY,1977,9.037673,0,0,0
Egypt,EGY,1978,9.9303918,0,0,0
Egypt,EGY,1979,9.6077756,0,0,0
Egypt,EGY,1980,9.8022292,0,0,0
Egypt,EGY,1981,10.2132334,0,0,0
Egypt,EGY,1982,10.4916556,0,0,0
Egypt,EGY,1983,9.8154874,0,0,0
Egypt,EGY,1984,9.6298726,0,0,0
Egypt,EGY,1985,9.148,0,0,0
Egypt,EGY,1986,8.972,0,0,0
Egypt,EGY,1987,8.9695,0,0,0
Egypt,EGY,1988,8.829,0,0,0
Egypt,EGY,1989,9.487,0,0,0
Egypt,EGY,1990,9.953,0,0,0
Egypt,EGY,1991,9.916,0,0,0
Egypt,EGY,1992,9.8,0,0,0
Egypt,EGY,1993,10.0925,0,0,0
Egypt,EGY,1994,10.728,0,0,0
Egypt,EGY,1995,11.192,0,0,0
Egypt,EGY,1996,11.484,0,0,0
Egypt,EGY,1997,11.771,0,0,0
Egypt,EGY,1998,12.1045,0,0,0
Egypt,EGY,1999,13.4405,0,0.012,0
Egypt,EGY,2000,14.178,0.0002,0.0805,0
Egypt,EGY,2001,14.4135,0.0009,0.179,0
Egypt,EGY,2002,13.9945,0.001,0.2125,0
Egypt,EGY,2003,12.939,0.001,0.286,0
Egypt,EGY,2004,12.8315,0.001,0.504050505,0
Egypt,EGY,2005,12.644,0.001,0.510111111,0
Egypt,EGY,2006,12.7845,0.001,0.605060606,0
Egypt,EGY,2007,14.2175,0.0012,0.662436364,0
Egypt,EGY,2008,15.096,0.0015,0.929813131,0
Egypt,EGY,2009,13.7725,0.0022,1.037193939,0
Egypt,EGY,2010,12.9545,0.0252,1.409143434,0
Egypt,EGY,2011,12.99,0.0936,1.645793939,0
Egypt,EGY,2012,13.0275,0.0581,1.78230404,0
Egypt,EGY,2013,13.2365,0.0591,1.542920202,0
Egypt,EGY,2014,13.587,0.0415,1.126176768,0
Egypt,EGY,2015,13.6835,0.0654,1.871145455,0
Egypt,EGY,2016,13.5025,0.1045,2.52580303,0
Egypt,EGY,2017,13.4074,0.262771858,2.449349354,0
Egypt,EGY,2018,13.48338,1.035739071,2.438966811,0
Estonia,EST,1985,0,0,0,0
Estonia,EST,1986,0,0,0,0
Estonia,EST,1987,0,0,0,0
Estonia,EST,1988,0,0,0,0
Estonia,EST,1989,0,0,0,0
Estonia,EST,1990,0,0,0,0
Estonia,EST,1991,0,0,0,0
Estonia,EST,1992,0,0,0,0
Estonia,EST,1993,0,0,0,0
Estonia,EST,1994,0,0,0,0
Estonia,EST,1995,0,0,0,0.006
Estonia,EST,1996,0,0,0,0.005
Estonia,EST,1997,0,0,0,0.008
Estonia,EST,1998,0,0,0,0.012
Estonia,EST,1999,0.004,0,0,0.012
Estonia,EST,2000,0.005,0,0,0.013
Estonia,EST,2001,0.007,0,0,0.011
Estonia,EST,2002,0.006,0,0.0014,0.027
Estonia,EST,2003,0.013,0,0.0061,0.026
Estonia,EST,2004,0.022,0,0.0076,0.031
Estonia,EST,2005,0.022,0,0.0539,0.033
Estonia,EST,2006,0.014,0,0.0763,0.038
Estonia,EST,2007,0.022,0,0.091,0.036
Estonia,EST,2008,0.028,0,0.133,0.038
Estonia,EST,2009,0.032,0.0001,0.195,0.314
Estonia,EST,2010,0.027,0.0001,0.277,0.742
Estonia,EST,2011,0.03,0.0002,0.368,0.783
Estonia,EST,2012,0.042,0.0003,0.434,1.001
Estonia,EST,2013,0.026,0.0014,0.529,0.667
Estonia,EST,2014,0.0267,0.0031,0.604,0.74
Estonia,EST,2015,0.027,0.0059,0.7151,0.759
Estonia,EST,2016,0.035,0.0101,0.594,0.885
Estonia,EST,2017,0.026,0.012679515,0.723,1.287092989
Estonia,EST,2018,0.015617162,0.012679515,0.633888557,1.369850244
Europe,,1965,302.5160864,0,0,3.009
Europe,,1966,325.221337,0,0,4.101
Europe,,1967,325.0634559,0,0,4.489
Europe,,1968,336.8719331,0,0,4.997
Europe,,1969,331.7794415,0,0,5.422904
Europe,,1970,346.9578656,0,0,7.118356961
Europe,,1971,351.1074565,0,0,7.231883626
Europe,,1972,364.1689418,0,0,7.12260804
Europe,,1973,369.9802864,0,0,7.663391239
Europe,,1974,399.5446364,0,0,8.0420602
Europe,,1975,407.2114048,0,0,8.520942081
Europe,,1976,377.0066881,0,0,8.485597232
Europe,,1977,456.6953085,0,0,8.880291321
Europe,,1978,456.1805618,0,0.003,9.372139078
Europe,,1979,480.1409612,0,0.006,9.762957992
Europe,,1980,465.5496995,0,0.0105,10.74094928
Europe,,1981,471.3318778,0,0.0105,10.75352315
Europe,,1982,467.2124976,0,0.0185,9.836121004
Europe,,1983,481.0383689,0,0.0301,10.13665216
Europe,,1984,486.7857237,0.001010101,0.0382,10.51057781
Europe,,1985,502.1749587,0.001010101,0.0574,10.96141274
Europe,,1986,486.1124371,0.001010101,0.1336,13.01880956
Europe,,1987,529.5193376,0,0.1908,12.87530129
Europe,,1988,566.3214688,0.001010101,0.3297,13.6780998
Europe,,1989,492.7655971,0.009090909,0.5154,13.53727589
Europe,,1990,502.4571504,0.0125,0.779460415,18.95285263
Europe,,1991,513.0917745,0.0155,0.980027988,19.549433
Europe,,1992,529.6566497,0.027088,1.53504808,20.709603
Europe,,1993,550.4667647,0.032383,2.284826092,22.879095
Europe,,1994,557.1966285,0.0376885,2.979235703,24.01789971
Europe,,1995,564.8899094,0.04684,3.863029201,26.49863146
Europe,,1996,548.0862941,0.053811411,4.828585245,26.68019984
Europe,,1997,567.678972,0.063926244,7.295492956,31.66351939
Europe,,1998,593.9041617,0.0870885,11.17647914,36.11504184
Europe,,1999,598.1808529,0.091198056,14.24432177,38.09960017
Europe,,2000,617.6173959,0.13447325,22.4547142,42.3312483
Europe,,2001,612.0053846,0.1701665,26.93428666,44.95466864
Europe,,2002,563.9119819,0.276783006,36.42594931,50.65633618
Europe,,2003,529.5205388,0.468725744,44.53115229,57.9809708
Europe,,2004,570.0996927,0.751125873,59.29678686,68.82014151
Europe,,2005,571.6718853,1.486411246,71.09674937,78.70017876
Europe,,2006,561.8547733,2.524115814,83.16413988,89.30264182
Europe,,2007,563.9350558,3.815732819,105.7131938,99.4855374
Europe,,2008,592.994442,7.501099132,121.3539015,110.0937411
Europe,,2009,589.692339,14.19282706,135.3832286,120.7865754
Europe,,2010,649.7226544,23.26339202,153.4434969,136.9305023
Europe,,2011,569.6100312,46.71348231,186.6569032,146.2032016
Europe,,2012,625.7587544,71.86961416,214.8372201,162.0296783
Europe,,2013,661.5625603,86.9350868,248.0943118,171.7760753
Europe,,2014,644.0056522,98.83250601,264.813331,183.511239
Europe,,2015,635.8393611,109.8801756,318.807054,196.6165289
Europe,,2016,651.3580431,113.9504791,323.0291976,201.5823378
Europe,,2017,584.8894939,124.5423787,384.2963816,208.2356302
Europe,,2018,642.0666166,139.0520627,404.3694801,217.6324969
Europe (other),,1965,9.41572165,0,0,0
Europe (other),,1966,10.36218912,0,0,0
Europe (other),,1967,11.18691338,0,0,0
Europe (other),,1968,12.34593145,0,0,0
Europe (other),,1969,15.34683931,0,0,0
Europe (other),,1970,15.39558798,0,0,0
Europe (other),,1971,16.5183984,0,0,0
Europe (other),,1972,19.05899742,0,0,0
Europe (other),,1973,17.71094383,0,0,0
Europe (other),,1974,22.15130425,0,0,0
Europe (other),,1975,21.09676987,0,0,0
Europe (other),,1976,22.63358449,0,0,0
Europe (other),,1977,26.72581231,0,0,0
Europe (other),,1978,27.77207352,0,0,0
Europe (other),,1979,29.44005074,0,0,0
Europe (other),,1980,31.29806216,0,0,0
Europe (other),,1981,28.58460611,0,0,0
Europe (other),,1982,26.84341807,0,0,0
Europe (other),,1983,25.23039262,0,0,0
Europe (other),,1984,29.38026478,0,0,0
Europe (other),,1985,33.01269853,0,0,0
Europe (other),,1986,37.54565288,0,0,0
Europe (other),,1987,38.67528844,0,0,0
Europe (other),,1988,38.68767479,0,0,0
Europe (other),,1989,35.64239955,0,0,0
Europe (other),,1990,23.28519583,0,0,0
Europe (other),,1991,28.50613309,0,0,0
Europe (other),,1992,24.70171436,0,0,0
Europe (other),,1993,22.61378139,0,0.000427273,0
Europe (other),,1994,25.48877999,0,0.000611111,0
Europe (other),,1995,25.601664,0,0.000575758,0
Europe (other),,1996,31.92751011,0,0.000585859,0.0142855
Europe (other),,1997,28.95645402,0,0.000555556,0.012857
Europe (other),,1998,29.22175559,0,0.000551515,0.0142855
Europe (other),,1999,31.4153479,0,0.000567677,0.011802
Europe (other),,2000,28.0087438,0,0.000528283,0.011311
Europe (other),,2001,27.18582904,0.0001,0.000509091,0.0111205
Europe (other),,2002,27.15567333,0.0003,0.000558586,0.010448
Europe (other),,2003,27.00063959,0.0004,0.003023232,0.0110195
Europe (other),,2004,31.2736985,0.0005,0.007584848,0.045295
Europe (other),,2005,31.9782164,0.0006,0.011446465,0.054092
Europe (other),,2006,29.86743934,0.0006,0.016139394,0.0558085
Europe (other),,2007,25.51102407,0.001,0.016928283,0.058165
Europe (other),,2008,27.48537248,0.0012,0.014110101,0.0841045
Europe (other),,2009,31.87419639,0.003110101,0.016166667,0.07816449
Europe (other),,2010,40.47452151,0.00587925,0.015731313,0.077153995
Europe (other),,2011,26.87228136,0.015201,0.015682828,0.080921
Europe (other),,2012,27.54538408,0.032527247,0.011906061,0.090928288
Europe (other),,2013,35.95966056,0.052813,0.023875758,0.107249937
Europe (other),,2014,32.52201652,0.10400625,0.037026465,0.105182682
Europe (other),,2015,32.24505698,0.2375925,0.058574626,0.14049829
Europe (other),,2016,35.63516839,0.315703981,0.089617151,0.154252051
Europe (other),,2017,28.72715619,0.38473079,0.293734582,0.19718883
Europe (other),,2018,38.93203591,0.441810565,0.531134615,0.23331662
Finland,FIN,1965,9.353535354,0,0,0
Finland,FIN,1966,10.38080808,0,0,0
Finland,FIN,1967,11.62929293,0,0,0
Finland,FIN,1968,10.48888889,0,0,0
Finland,FIN,1969,8.745454545,0,0,0
Finland,FIN,1970,9.524242424,0,0,0
Finland,FIN,1971,10.68080808,0,0,0
Finland,FIN,1972,10.37979798,0,0,0
Finland,FIN,1973,10.57979798,0,0,0
Finland,FIN,1974,12.7030303,0,0,0
Finland,FIN,1975,12.20909091,0,0,0
Finland,FIN,1976,9.481818182,0,0,0
Finland,FIN,1977,12.18181818,0,0,0
Finland,FIN,1978,9.798989899,0,0,0
Finland,FIN,1979,10.87070707,0,0,0
Finland,FIN,1980,10.21717172,0,0,0
Finland,FIN,1981,13.65454545,0,0,0
Finland,FIN,1982,13.08888889,0,0,0
Finland,FIN,1983,13.58080808,0,0,0
Finland,FIN,1984,13.24747475,0,0,0
Finland,FIN,1985,12.33434343,0,0,0
Finland,FIN,1986,12.38989899,0,0,0
Finland,FIN,1987,13.7959596,0,0,0
Finland,FIN,1988,13.36262626,0,0,0
Finland,FIN,1989,13.03030303,0,0,0
Finland,FIN,1990,10.86060606,0.0005,0,5.156
Finland,FIN,1991,13.1979798,0.0005,0.0006,4.999
Finland,FIN,1992,15.10808081,0.0006,0.0024,4.95
Finland,FIN,1993,13.47373737,0.0007,0.0044,5.958
Finland,FIN,1994,11.77979798,0.0008,0.0072,6.465
Finland,FIN,1995,12.91707071,0.0008,0.0108,6.608
Finland,FIN,1996,11.82191919,0.001,0.011,5.889
Finland,FIN,1997,11.9140404,0.0012,0.0166,7.891
Finland,FIN,1998,14.92585859,0.0013,0.023,9.333
Finland,FIN,1999,12.67343434,0.0014,0.049,8.363
Finland,FIN,2000,14.59878788,0.0016,0.0766,8.588526316
Finland,FIN,2001,13.14959596,0.0017,0.0696,8.211789474
Finland,FIN,2002,10.73040404,0.0019,0.063,8.932421053
Finland,FIN,2003,9.550505051,0.0021,0.0919,9.292
Finland,FIN,2004,15.01505051,0.0024,0.1203,10.37094737
Finland,FIN,2005,13.56363636,0.0026,0.1683,9.479473684
Finland,FIN,2006,11.42727273,0.0034,0.1527,10.75663158
Finland,FIN,2007,14.13191919,0.0038,0.1884,9.928
Finland,FIN,2008,17.08030303,0.0039,0.2605,10.39126316
Finland,FIN,2009,12.7,0.0043,0.2766,8.743578947
Finland,FIN,2010,12.87171717,0.0047,0.2943,10.98021053
Finland,FIN,2011,12.40232323,0.0053,0.4814,11.18284211
Finland,FIN,2012,16.83525253,0.0057,0.4943,11.10126316
Finland,FIN,2013,12.80040404,0.0065,0.7737,11.94263158
Finland,FIN,2014,13.37393939,0.008,1.1072,11.70726316
Finland,FIN,2015,16.75171717,0.0102,2.3274,11.318
Finland,FIN,2016,15.79212121,0.0192,3.068,11.42231579
Finland,FIN,2017,14.75777778,0.0436,4.7952,11.83810526
Finland,FIN,2018,13.27777778,0.1622,5.857,12.86168421
France,FRA,1965,46.8810922,0,0,0
France,FRA,1966,52.2084692,0,0,0.39
France,FRA,1967,45.3776574,0,0,0.605
France,FRA,1968,50.4226122,0,0,0.926
France,FRA,1969,52.9420896,0,0,1.067
France,FRA,1970,56.6814826,0,0,1.3702458
France,FRA,1971,48.8567252,0,0,1.3918224
France,FRA,1972,48.831467,0,0,1.5151953
France,FRA,1973,47.6962618,0,0,1.5500864
France,FRA,1974,56.2302844,0,0,1.5770592
France,FRA,1975,60.107937,0,0,1.4158849
France,FRA,1976,48.5646282,0,0,1.3329
France,FRA,1977,76.3229766,0,0,1.3745814
France,FRA,1978,68.3598326,0,0,1.4183881
France,FRA,1979,66.4191396,0,0,1.4840102
France,FRA,1980,69.5267496,0,0,1.4710235
France,FRA,1981,72.1951656,0,0,1.4921525
France,FRA,1982,70.5748578,0,0,1.52734
France,FRA,1983,69.4430148,0,0,1.5587
France,FRA,1984,65.6901096,0,0,1.6223
France,FRA,1985,62.4533336,0,0,1.65215
France,FRA,1986,63.0108452,0,0,1.6628
France,FRA,1987,71.0875564,0,0,1.7506
France,FRA,1988,77.1172904,0,0,1.77325
France,FRA,1989,46.842294,0,0,1.84145
France,FRA,1990,53.866,0,0.000271526,1.913
France,FRA,1991,57.602,0,0.000489604,2.102
France,FRA,1992,68.956,0.001488,0.000489604,2.134
France,FRA,1993,64.895,0.001683,0.00240218,1.974
France,FRA,1994,78.794,0.0018785,0.004704,2.157
France,FRA,1995,73.119,0.00204,0.0047142,2.329
France,FRA,1996,66.044,0.0026503,0.0074302,2.423
France,FRA,1997,63.764,0.0034068,0.0111284,2.675
France,FRA,1998,62.093,0.0040885,0.0194972,2.653
France,FRA,1999,72.514,0.0045475,0.03694443,2.853
France,FRA,2000,66.363,0.00522325,0.048,2.986
France,FRA,2001,74.268,0.0061605,0.131,3.334
France,FRA,2002,60.397,0.00710345,0.265,3.537
France,FRA,2003,58.943,0.0077673,0.388,3.717
France,FRA,2004,59.555,0.008447984,0.595,3.782
France,FRA,2005,51.48,0.01050076,0.962,3.872
France,FRA,2006,56.303,0.01190605,2.182,3.841
France,FRA,2007,57.604,0.018,4.07,4.216
France,FRA,2008,63.654,0.042,5.694,4.436
France,FRA,2009,56.994,0.174,7.912,4.578
France,FRA,2010,62.714,0.62,9.945,4.917
France,FRA,2011,44.791,2.078,12.052,5.48
France,FRA,2012,58.666,4.016,14.913,5.392
France,FRA,2013,70.716,4.735,16.033,5.388
France,FRA,2014,62.83,5.913,17.249,5.818
France,FRA,2015,54.444,7.262,21.249,6.453
France,FRA,2016,60.043,8.16,21.4,7.639
France,FRA,2017,49.22161717,9.162760493,24.31716348,7.994645594
France,FRA,2018,64.2234218,10.15871272,28.16738103,8.521197318
Germany,DEU,1965,16.2122092,0,0,0
Germany,DEU,1966,17.5339978,0,0,0
Germany,DEU,1967,16.6523118,0,0,0
Germany,DEU,1968,16.8989908,0,0,0
Germany,DEU,1969,13.7134778,0,0,0
Germany,DEU,1970,17.5336782,0,0,0.920020161
Germany,DEU,1971,13.4551882,0,0,1.001028226
Germany,DEU,1972,13.2058944,0,0,1.01874874
Germany,DEU,1973,15.2294618,0,0,1.053104839
Germany,DEU,1974,17.6381318,0,0,1.07625
Germany,DEU,1975,17.0591234,0,0,1.124710181
Germany,DEU,1976,13.846833,0,0,1.277685232
Germany,DEU,1977,17.5821604,0,0,1.246583921
Germany,DEU,1978,18.3622344,0,0,1.317465978
Germany,DEU,1979,18.3836866,0,0,1.443317792
Germany,DEU,1980,19.069143,0,0,1.96625378
Germany,DEU,1981,19.9146734,0,0,1.804237651
Germany,DEU,1982,19.737993,0,0,1.798813004
Germany,DEU,1983,18.7120174,0,0,1.540238155
Germany,DEU,1984,18.4791744,0,0,1.642944808
Germany,DEU,1985,17.4006496,0,0,1.644029738
Germany,DEU,1986,18.5719818,0,0.001,1.595569556
Germany,DEU,1987,20.34297,0,0.002,1.445849294
Germany,DEU,1988,20.0793908,0,0.008,1.637881804
Germany,DEU,1989,18.2437278,0,0.026,1.749267893
Germany,DEU,1990,17.335,0.001,0.071,1.435
Germany,DEU,1991,15.85,0.001,0.1,1.471
Germany,DEU,1992,18.635,0.004,0.275,1.558
Germany,DEU,1993,18.96,0.003,0.6,1.635
Germany,DEU,1994,20.195,0.007,0.909,1.875
Germany,DEU,1995,21.556,0.007,1.5,2.01
Germany,DEU,1996,18.818,0.012,2.032,2.098
Germany,DEU,1997,18.952,0.018,2.966,2.273
Germany,DEU,1998,19.002,0.035,4.489,3.256
Germany,DEU,1999,20.686,0.03,5.528,3.585
Germany,DEU,2000,24.86675,0.06,9.513,4.731
Germany,DEU,2001,23.241,0.076,10.509,5.214
Germany,DEU,2002,23.66175,0.162,15.786,6.048
Germany,DEU,2003,17.722,0.313,18.713,8.841
Germany,DEU,2004,20.096,0.557,25.509,10.4712
Germany,DEU,2005,19.639,1.282,27.229,14.3542
Germany,DEU,2006,20.0085,2.22,30.71,18.7004
Germany,DEU,2007,21.169,3.075,39.713,24.3634
Germany,DEU,2008,20.443,4.42,40.574,27.8096
Germany,DEU,2009,19.031,6.583,38.648,30.9048
Germany,DEU,2010,20.953,11.729,38.547,33.9517
Germany,DEU,2011,17.672274,19.599,49.857,36.9098
Germany,DEU,2012,22.09,26.38,51.68,43.2284
Germany,DEU,2013,22.998,31.01,52.737,45.593
Germany,DEU,2014,19.58710177,36.056,58.497,48.385
Germany,DEU,2015,18.97715888,38.726,80.624,50.459
Germany,DEU,2016,20.54634396,38.098,79.924,51.103
Germany,DEU,2017,20.15,39.401,105.693,51.094
Germany,DEU,2018,16.9,46.164,111.59,51.437
Greece,GRC,1965,0.8308472,0,0,0
Greece,GRC,1966,1.8915032,0,0,0
Greece,GRC,1967,1.8163734,0,0,0
Greece,GRC,1968,1.502596,0,0,0
Greece,GRC,1969,2.2583134,0,0,0
Greece,GRC,1970,2.9212234,0,0,0
Greece,GRC,1971,2.9433204,0,0,0
Greece,GRC,1972,2.9654174,0,0,0
Greece,GRC,1973,2.4616058,0,0,0
Greece,GRC,1974,2.231797,0,0,0
Greece,GRC,1975,2.2273776,0,0,0
Greece,GRC,1976,2.077118,0,0,0
Greece,GRC,1977,2.1301508,0,0,0
Greece,GRC,1978,3.3101306,0,0,0
Greece,GRC,1979,3.9509436,0,0,0
Greece,GRC,1980,3.7741676,0,0,0
Greece,GRC,1981,3.3454858,0,0,0
Greece,GRC,1982,3.5045842,0,0,0
Greece,GRC,1983,2.3378626,0,0,0
Greece,GRC,1984,2.8593518,0,0,0
Greece,GRC,1985,2.8018996,0,0,0
Greece,GRC,1986,3.2369052,0,0,0
Greece,GRC,1987,2.7814174,0,0.001,0
Greece,GRC,1988,2.3671878,0,0.001,0
Greece,GRC,1989,1.9052478,0,0.001,0
Greece,GRC,1990,1.769,0,0.002,0
Greece,GRC,1991,3.099,0,0.002,0
Greece,GRC,1992,2.203,0,0.008,0.001
Greece,GRC,1993,2.282,0,0.047,0.001
Greece,GRC,1994,2.599,0,0.037,0.001
Greece,GRC,1995,3.529,0,0.034,0.001
Greece,GRC,1996,4.348,0,0.036,0
Greece,GRC,1997,3.882,0,0.037,0
Greece,GRC,1998,3.717,0,0.073,0
Greece,GRC,1999,4.592,0,0.162,0.001
Greece,GRC,2000,3.693,0,0.451,0
Greece,GRC,2001,2.097,0,0.756,0.079
Greece,GRC,2002,2.8,0,0.651,0.126
Greece,GRC,2003,4.766,0,1.021,0.105
Greece,GRC,2004,4.672,0.001,1.121,0.123
Greece,GRC,2005,5.017,0.001,1.266,0.122
Greece,GRC,2006,5.865,0.001,1.699,0.114
Greece,GRC,2007,2.591,0.001,1.818,0.184
Greece,GRC,2008,3.312,0.005,2.242,0.191
Greece,GRC,2009,5.374,0.05,2.543,0.218
Greece,GRC,2010,7.46,0.158,2.714,0.19
Greece,GRC,2011,4.011,0.61,3.315,0.207
Greece,GRC,2012,4.403,1.694,3.85,0.204
Greece,GRC,2013,6.346,3.648,4.139,0.216
Greece,GRC,2014,4.476,3.792,3.689,0.22
Greece,GRC,2015,6.098,3.9,4.621,0.231
Greece,GRC,2016,5.543,3.93,5.146,0.274
Greece,GRC,2017,3.962547,3.991477,5.536987,0.310028
Greece,GRC,2018,5.720179713,3.791092002,6.300269103,0.298303335
Hong Kong,HKG,1965,0,0,0,0
Hong Kong,HKG,1966,0,0,0,0
Hong Kong,HKG,1967,0,0,0,0
Hong Kong,HKG,1968,0,0,0,0
Hong Kong,HKG,1969,0,0,0,0
Hong Kong,HKG,1970,0,0,0,0
Hong Kong,HKG,1971,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0
Hong Kong,HKG,1973,0,0,0,0
Hong Kong,HKG,1974,0,0,0,0
Hong Kong,HKG,1975,0,0,0,0
Hong Kong,HKG,1976,0,0,0,0
Hong Kong,HKG,1977,0,0,0,0
Hong Kong,HKG,1978,0,0,0,0
Hong Kong,HKG,1979,0,0,0,0
Hong Kong,HKG,1980,0,0,0,0
